Problem,Instance,Algorithm,Initial State,Final State,Initial Value,Final Value,Value Improvement,Optimal Steps,Local Steps,Optimality Gap,Solution Found,Steps,Runtime,Value History
8-Puzzle,21,Simulated Annealing (Linear),"(0, 3, 2, 5, 8, 7, 6, 1, 4)","(0, 8, 2, 3, 5, 4, 6, 7, 1)",-12,-8,-4,inf,242,inf,False,242,0.008762598037719727,"[-12, -11, -12, -11, -12, -11, -12, -13, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -11, -12, -11, -10, -11, -12, -11, -10, -9, -10, -11, -12, -13, -12, -13, -12, -13, -12, -11, -12, -11, -12, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -11, -10, -11, -10, -11, -10, -11, -12, -13, -12, -13, -12, -11, -12, -11, -12, -13, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -11, -12, -13, -12, -13, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -10, -11, -10, -11, -12, -11, -12, -11, -10, -11, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -8, -9, -10, -9, -8, -9, -10, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -10, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8]"
8-Puzzle,22,Hill Climbing (Steepest),"(1, 2, 7, 6, 8, 3, 4, 0, 5)","(0, 1, 2, 6, 3, 7, 4, 8, 5)",-13,-8,-5,21.0,5,-16.0,False,5,0.00011014938354492188,"[-13, -12, -11, -10, -9, -8]"
8-Puzzle,22,Hill Climbing (First Choice),"(1, 2, 7, 6, 8, 3, 4, 0, 5)","(1, 2, 7, 3, 4, 5, 6, 0, 8)",-13,-5,-8,21.0,8,-13.0,False,8,0.0001163482666015625,"[-13, -12, -11, -10, -9, -8, -7, -6, -5]"
8-Puzzle,22,Hill Climbing (Random Restart),"(1, 2, 7, 6, 8, 3, 4, 0, 5)","(0, 1, 2, 3, 4, 8, 7, 6, 5)",-13,-4,-9,21.0,37,16.0,False,37,0.0007312297821044922,"[-10, -9, -8, -7, -6, -5, -4, -13, -12, -14, -22, -21, -20, -15, -14, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -16, -15, -22, -21, -20, -19, -18, -17, -16, -15, -14, -12, -12]"
8-Puzzle,22,Simulated Annealing (Exponential),"(1, 2, 7, 6, 8, 3, 4, 0, 5)","(6, 3, 5, 4, 0, 7, 1, 2, 8)",-13,-14,1,21.0,973,952.0,False,973,0.004743099212646484,"[-13, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -11, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -15, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -11, -10, -9, -8, -7, -6, -7, -6, -7, -6, -7, -6, -5, -6, -7, -6, -7, -6, -5, -6, -5, -6, -5, -6, -5, -6, -7, -6, -7, -6, -7, -6, -7, -6, -7, -6, -7, -6, -7, -8, -7, -8, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -8, -9, -8, -9, -8, -9, -10, -9, -10, -9, -10, -9, -10, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -13, -12, -11, -10, -11, -10, -11, -10, -9, -10, -11, -10, -11, -10, -11, -12, -13, -14, -13, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -13, -14, -13, -14, -13, -14, -13, -14, -13, -14, -13, -14, -15, -14, -15, -14, -13, -12, -13, -14, -13, -12, -13, -12, -13, -14, -13, -14, -13, -12, -13, -12, -13, -14, -13, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -11, -10, -11, -10, -11, -10, -11, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -10, -11, -12, -11, -12, -11, -12, -11, -10, -11, -12, -13, -12, -11, -12, -11, -12, -11, -10, -11, -10, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -10, -11, -10, -11, -12, -11, -12, -11, -12, -11, -10, -11, -12, -11, -10, -11, -12, -11, -10, -11, -12, -11, -10, -9, -10, -9, -10, -9, -10, -11, -10, -9, -10, -11, -12, -11, -12, -11, -12, -11, -12, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -11, -12, -13, -12, -11, -12, -11, -10, -11, -10, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -10, -11, -10, -11, -10, -9, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -13, -14, -15, -14, -13, -12, -11, -12, -11, -12, -11, -12, -13, -14, -15, -16, -15, -14, -15, -14, -15, -16, -17, -18, -17, -18, -17, -18, -17, -18, -17, -16, -15, -16, -17, -18, -17, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -15, -14, -13, -12, -13, -12, -13, -12, -13, -14, -13, -14, -15, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -17, -16, -15, -14, -15, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -11, -12, -13, -12, -13, -12, -11, -10, -9, -8, -9, -10, -9, -10, -9, -10, -11, -12, -11, -12, -11, -10, -11, -10, -11, -10, -9, -8, -7, -6, -7, -8, -7, -6, -7, -8, -7, -8, -7, -6, -7, -6, -7, -8, -7, -8, -7, -8, -7, -8, -9, -8, -9, -10, -9, -10, -9, -10, -9, -8, -9, -10, -9, -10, -9, -10, -9, -8, -7, -6, -7, -6, -7, -8, -7, -6, -7, -8, -7, -6, -7, -8, -9, -8, -9, -10, -11, -10, -9, -10, -11, -10, -11, -12, -13, -12, -13, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -18, -17, -16, -17, -16, -17, -16, -15, -16, -17, -16, -17, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -17, -16, -17, -16, -17, -16, -17, -18, -17, -16, -17, -18, -17, -18, -17, -18, -17, -18, -17, -16, -17, -16, -17, -16, -17, -18, -19, -18, -19, -18, -19, -18, -17, -16, -17, -16, -17, -16, -15, -14, -15, -14, -13, -14, -15, -14, -13, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -14, -15, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -11, -12, -11, -10, -11, -12, -11, -12, -11, -10, -11, -12, -11, -10, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -10, -9, -10, -11, -10, -11, -12, -11, -10, -9, -10, -9, -10, -9, -10, -9, -10, -11, -10, -11, -10, -11, -10, -9, -8, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -8, -9, -10, -11, -10, -11, -12, -11, -10, -9, -10, -11, -12, -13, -12, -11, -12, -11, -12, -13, -12, -13, -12, -13, -14, -13, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -13, -14, -15, -16, -15, -16, -17, -16, -15, -14, -13, -12, -13, -12, -13, -12, -13, -12, -11, -12, -11, -12, -13, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -13, -12, -11, -10, -11, -10, -11, -12, -13, -12, -13, -12, -13, -14, -13, -14, -13, -12, -13, -14, -15, -16, -15, -16, -15, -14, -15, -14, -13, -14, -13, -12, -13, -14, -13, -14, -13, -12, -13, -14, -13, -12, -13, -14, -13, -12, -13, -12, -13, -14]"
8-Puzzle,22,Simulated Annealing (Linear),"(1, 2, 7, 6, 8, 3, 4, 0, 5)","(0, 1, 2, 3, 4, 7, 6, 8, 5)",-13,-4,-9,21.0,269,248.0,False,269,0.004472970962524414,"[-13, -14, -15, -14, -13, -12, -13, -14, -15, -16, -15, -16, -15, -14, -13, -12, -13, -12, -13, -12, -13, -12, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -11, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -9, -10, -9, -8, -9, -10, -9, -8, -9, -10, -9, -8, -9, -10, -9, -10, -9, -8, -9, -10, -11, -10, -9, -8, -9, -8, -9, -10, -9, -8, -9, -8, -9, -10, -11, -10, -9, -8, -9, -8, -9, -10, -9, -10, -9, -10, -9, -8, -7, -6, -5, -6, -5, -6, -5, -6, -5, -6, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -6, -7, -8, -7, -6, -5, -6, -7, -6, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -6, -7, -6, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -6, -5, -4, -5, -4, -5, -4, -5, -4, -5, -6, -5, -4, -5, -4, -5, -4, -5, -6, -5, -4, -5, -6, -5, -4, -5, -4, -5, -4, -5, -6, -5, -6, -5, -4, -5, -4, -5, -6, -5, -4, -5, -4, -5, -4, -5, -6, -5, -4, -5, -6, -5, -4, -5, -4, -5, -4, -5, -4, -5, -6, -5, -4, -5, -4, -5, -4, -5, -4, -5, -6, -5, -4, -5, -4, -5, -4, -5, -6, -5, -4, -5, -4, -5, -6, -5, -4, -5, -4, -5, -4, -5, -6, -5, -6, -5, -4, -5, -4, -5, -4, -5, -6, -5, -4, -5, -6, -5, -4, -5, -6, -5, -4, -5, -6, -5, -4, -5, -4]"
8-Puzzle,23,Hill Climbing (Steepest),"(4, 6, 7, 8, 5, 3, 1, 2, 0)","(6, 7, 0, 4, 5, 3, 8, 1, 2)",-20,-14,-6,inf,6,inf,False,6,0.0001838207244873047,"[-20, -19, -18, -17, -16, -15, -14]"
8-Puzzle,23,Hill Climbing (First Choice),"(4, 6, 7, 8, 5, 3, 1, 2, 0)","(6, 7, 0, 4, 5, 3, 8, 1, 2)",-20,-14,-6,inf,6,inf,False,6,8.153915405273438e-05,"[-20, -19, -18, -17, -16, -15, -14]"
8-Puzzle,23,Hill Climbing (Random Restart),"(4, 6, 7, 8, 5, 3, 1, 2, 0)","(0, 7, 2, 4, 3, 5, 6, 1, 8)",-20,-6,-14,inf,31,inf,False,31,0.0005185604095458984,"[-16, -11, -10, -14, -13, -12, -12, -11, -10, -9, -8, -7, -6, -15, -14, -13, -12, -11, -10, -9, -15, -14, -12, -18, -17, -16, -15, -14, -13, -12, -12, -11]"
8-Puzzle,23,Simulated Annealing (Exponential),"(4, 6, 7, 8, 5, 3, 1, 2, 0)","(5, 1, 2, 6, 3, 0, 4, 7, 8)",-20,-7,-13,inf,977,inf,False,977,0.004403591156005859,"[-20, -21, -20, -19, -20, -19, -20, -19, -20, -19, -18, -19, -18, -19, -20, -19, -20, -19, -20, -19, -18, -19, -20, -19, -18, -19, -18, -19, -20, -19, -18, -19, -20, -19, -20, -19, -20, -19, -20, -19, -18, -19, -18, -19, -20, -19, -18, -19, -18, -19, -18, -19, -18, -19, -18, -19, -18, -19, -20, -19, -18, -19, -18, -19, -18, -17, -18, -17, -16, -17, -18, -19, -18, -17, -18, -17, -18, -19, -20, -19, -20, -19, -18, -17, -18, -17, -18, -19, -18, -17, -18, -17, -16, -15, -16, -15, -16, -15, -14, -15, -16, -15, -16, -15, -16, -17, -16, -17, -18, -17, -18, -17, -18, -17, -18, -17, -16, -17, -16, -15, -14, -15, -16, -15, -14, -15, -16, -15, -14, -15, -16, -17, -18, -19, -20, -19, -18, -17, -16, -17, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -16, -17, -16, -17, -16, -17, -16, -17, -18, -17, -18, -17, -16, -17, -16, -17, -16, -17, -18, -17, -16, -17, -18, -17, -18, -17, -18, -17, -16, -15, -14, -15, -14, -13, -14, -13, -14, -13, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -14, -13, -12, -13, -12, -13, -14, -15, -16, -15, -14, -15, -14, -15, -14, -13, -12, -13, -14, -13, -14, -13, -12, -11, -12, -11, -12, -11, -12, -11, -10, -11, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -13, -14, -15, -14, -13, -12, -13, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -17, -18, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -15, -14, -15, -14, -13, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -15, -14, -13, -12, -13, -12, -13, -14, -13, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -11, -12, -11, -10, -11, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -11, -10, -11, -10, -11, -10, -11, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -11, -10, -9, -10, -11, -12, -11, -12, -13, -14, -15, -14, -15, -14, -13, -14, -13, -14, -13, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -16, -17, -16, -17, -16, -17, -16, -17, -18, -19, -18, -17, -16, -17, -18, -17, -18, -17, -16, -15, -16, -17, -16, -15, -16, -17, -16, -17, -18, -17, -16, -17, -16, -17, -18, -19, -18, -19, -18, -17, -16, -15, -16, -17, -18, -17, -16, -17, -18, -17, -16, -17, -18, -19, -18, -19, -18, -19, -18, -19, -18, -19, -20, -19, -20, -19, -18, -19, -18, -19, -20, -19, -18, -19, -18, -19, -18, -19, -18, -17, -16, -17, -18, -19, -18, -19, -18, -19, -18, -17, -16, -17, -16, -15, -14, -13, -12, -11, -12, -13, -12, -13, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -17, -16, -17, -16, -17, -16, -17, -18, -17, -18, -17, -18, -17, -16, -17, -18, -17, -18, -17, -18, -17, -16, -17, -18, -17, -18, -17, -18, -17, -16, -17, -16, -17, -18, -17, -16, -17, -18, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -15, -16, -15, -16, -15, -16, -17, -16, -17, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -13, -14, -13, -12, -11, -12, -11, -10, -9, -8, -9, -8, -9, -10, -11, -10, -9, -8, -9, -8, -9, -8, -7, -8, -9, -10, -11, -10, -9, -10, -11, -12, -11, -10, -11, -10, -11, -10, -9, -8, -7, -8, -9, -10, -11, -12, -13, -14, -15, -14, -15, -16, -17, -18, -17, -18, -19, -18, -19, -18, -19, -20, -19, -20, -19, -20, -19, -18, -19, -18, -19, -20, -19, -20, -19, -18, -19, -18, -19, -18, -19, -18, -19, -18, -19, -20, -19, -18, -19, -18, -19, -18, -19, -20, -19, -18, -19, -20, -19, -20, -19, -18, -19, -18, -19, -18, -19, -20, -19, -20, -19, -18, -17, -18, -19, -18, -19, -20, -19, -20, -19, -18, -19, -20, -19, -18, -19, -18, -19, -18, -19, -20, -19, -18, -19, -20, -19, -20, -19, -20, -19, -20, -19, -18, -19, -18, -19, -18, -19, -18, -17, -16, -17, -18, -17, -16, -17, -18, -17, -18, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -15, -16, -17, -18, -17, -16, -17, -16, -17, -16, -17, -16, -15, -16, -17, -18, -17, -16, -15, -14, -15, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -14, -13, -14, -13, -12, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -15, -14, -15, -14, -15, -14, -13, -12, -13, -12, -13, -12, -11, -10, -11, -10, -9, -8, -9, -8, -9, -8, -9, -8, -9, -10, -9, -10, -9, -8, -9, -8, -9, -8, -9, -10, -9, -10, -9, -10, -9, -8, -9, -8, -9, -8, -9, -8, -7, -8, -7, -6, -7, -6, -7, -6, -7, -8, -9, -10, -11, -12, -11, -12, -11, -10, -9, -10, -9, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -9, -10, -9, -10, -11, -12, -11, -10, -11, -10, -9, -8, -7, -6, -7, -8, -7, -8, -9, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -6, -7, -8, -7, -8, -9, -8, -9, -8, -7, -6, -7, -6, -7, -6, -7, -8, -9, -8, -9, -8, -9, -8, -9, -8, -7]"
8-Puzzle,23,Simulated Annealing (Linear),"(4, 6, 7, 8, 5, 3, 1, 2, 0)","(0, 2, 1, 3, 4, 5, 7, 6, 8)",-20,-4,-16,inf,230,inf,False,230,0.0057637691497802734,"[-20, -19, -20, -19, -18, -17, -16, -15, -16, -15, -16, -17, -18, -17, -18, -17, -18, -17, -16, -15, -14, -15, -16, -15, -14, -15, -14, -15, -14, -15, -16, -15, -14, -15, -14, -15, -16, -15, -14, -15, -16, -15, -14, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -13, -12, -13, -12, -13, -12, -11, -10, -11, -10, -11, -10, -11, -10, -9, -10, -9, -8, -7, -8, -7, -8, -7, -6, -7, -8, -7, -8, -7, -6, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -9, -8, -9, -10, -9, -8, -9, -10, -9, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -9, -10, -9, -8, -9, -10, -11, -10, -9, -10, -9, -8, -9, -8, -9, -10, -9, -10, -9, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -6, -7, -6, -7, -6, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -8, -7, -6, -7, -6, -7, -6, -7, -6, -7, -6, -7, -6, -7, -6, -7, -8, -7, -8, -7, -6, -5, -6, -7, -6, -5, -6, -5, -6, -5, -6, -5, -6, -5, -6, -5, -6, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4, -5, -4]"
8-Puzzle,24,Hill Climbing (Steepest),"(3, 2, 1, 8, 5, 0, 4, 6, 7)","(0, 2, 1, 3, 8, 5, 4, 6, 7)",-11,-8,-3,inf,3,inf,False,3,0.00010752677917480469,"[-11, -10, -9, -8]"
8-Puzzle,24,Hill Climbing (First Choice),"(3, 2, 1, 8, 5, 0, 4, 6, 7)","(0, 2, 1, 3, 4, 5, 6, 8, 7)",-11,-4,-7,inf,7,inf,False,7,9.274482727050781e-05,"[-11, -10, -9, -8, -7, -6, -5, -4]"
8-Puzzle,24,Hill Climbing (Random Restart),"(3, 2, 1, 8, 5, 0, 4, 6, 7)","(0, 1, 2, 5, 7, 8, 3, 4, 6)",-11,-8,-3,inf,23,inf,False,23,0.00042939186096191406,"[-9, -8, -14, -16, -15, -15, -14, -13, -12, -14, -17, -17, -16, -14, -13, -12, -11, -10, -11, -10, -9, -8, -15, -14]"
8-Puzzle,24,Simulated Annealing (Exponential),"(3, 2, 1, 8, 5, 0, 4, 6, 7)","(2, 5, 4, 8, 6, 7, 0, 1, 3)",-11,-18,7,inf,969,inf,False,969,0.00495457649230957,"[-11, -12, -11, -12, -11, -12, -11, -12, -13, -12, -11, -10, -11, -12, -11, -10, -9, -10, -9, -8, -9, -10, -9, -10, -9, -10, -9, -8, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -11, -10, -11, -10, -9, -8, -9, -10, -11, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -10, -9, -8, -9, -8, -9, -10, -9, -10, -9, -10, -9, -10, -9, -8, -9, -10, -11, -10, -11, -10, -9, -10, -11, -12, -11, -10, -11, -12, -11, -12, -11, -12, -13, -14, -13, -12, -13, -14, -15, -14, -13, -14, -13, -12, -13, -14, -13, -12, -11, -12, -13, -14, -15, -14, -13, -14, -13, -14, -13, -14, -13, -14, -15, -14, -15, -14, -13, -12, -13, -12, -13, -14, -13, -14, -15, -14, -13, -14, -15, -14, -15, -14, -13, -14, -13, -14, -13, -14, -15, -14, -15, -14, -15, -14, -13, -12, -13, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -13, -14, -13, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -16, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -14, -15, -16, -15, -14, -15, -16, -15, -14, -15, -16, -15, -16, -17, -16, -15, -16, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -17, -18, -17, -18, -17, -18, -19, -18, -17, -18, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -15, -14, -15, -16, -15, -14, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -14, -15, -16, -15, -16, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -16, -15, -16, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -16, -15, -16, -15, -16, -17, -16, -17, -16, -15, -16, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -16, -15, -14, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -13, -14, -13, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -12, -13, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -10, -11, -10, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -13, -12, -13, -14, -13, -14, -13, -14, -13, -12, -13, -14, -15, -14, -15, -14, -13, -14, -13, -14, -13, -14, -13, -14, -13, -14, -13, -12, -13, -14, -13, -14, -15, -14, -13, -14, -13, -14, -13, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -11, -12, -13, -14, -13, -12, -11, -12, -11, -10, -9, -8, -7, -6, -7, -8, -7, -8, -7, -8, -9, -8, -9, -8, -9, -8, -9, -8, -7, -8, -9, -8, -7, -8, -7, -8, -9, -10, -9, -10, -11, -12, -13, -14, -13, -14, -13, -12, -13, -12, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -9, -10, -11, -10, -11, -10, -9, -10, -9, -8, -9, -10, -11, -12, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -10, -11, -12, -13, -12, -13, -12, -11, -10, -11, -10, -11, -10, -9, -10, -11, -10, -11, -10, -9, -10, -11, -10, -11, -10, -11, -10, -11, -12, -11, -10, -9, -8, -7, -8, -7, -6, -5, -4, -5, -4, -5, -6, -5, -4, -5, -4, -5, -4, -5, -4, -5, -6, -5, -6, -5, -6, -7, -6, -5, -6, -5, -6, -5, -6, -5, -6, -7, -8, -9, -8, -7, -8, -9, -8, -9, -8, -9, -8, -9, -10, -11, -12, -11, -12, -11, -12, -11, -10, -9, -8, -9, -10, -11, -12, -11, -12, -13, -12, -11, -12, -11, -12, -11, -10, -11, -12, -13, -14, -13, -14, -13, -12, -11, -12, -13, -14, -13, -14, -13, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -12, -11, -12, -13, -12, -13, -12, -13, -14, -13, -14, -15, -16, -15, -16, -15, -14, -15, -16, -15, -14, -13, -12, -13, -12, -13, -12, -13, -12, -13, -14, -13, -12, -13, -14, -13, -14, -15, -14, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -16, -17, -18, -17, -16, -15, -16, -15, -16, -17, -16, -17, -16, -17, -16, -15, -14, -15, -16, -17, -18, -17, -16, -17, -18, -17, -18, -19, -18, -19, -18, -19, -18, -19, -18, -17, -18, -17, -16, -15, -16, -15, -16, -15, -16, -17, -18, -17, -18, -17, -18, -17, -16, -17, -16, -17, -16, -15, -14, -13, -12, -13, -12, -13, -14, -13, -12, -11, -10, -11, -10, -11, -12, -13, -14, -15, -14, -13, -14, -15, -16, -17, -16, -15, -16, -17, -18, -17, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -15, -16, -15, -14, -15, -14, -15, -14, -15, -16, -15, -16, -17, -18, -17, -18, -19, -18]"
